gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,qvalue,tf_family
ENSDARG00000036051,15.374280400675971,-4.749068812272795,1.1972720942570252,-3.966574377748159,7.291302911145921e-05,0.0008717703429826,irx4b,0.0003564964607729,Homeobox
ENSDARG00000011582,383.08092454038115,-1.1369724810298305,0.289067439364565,-3.933242995230284,8.380743875203006e-05,0.0009768537479872,sox5,0.0003994686291562,HMG
ENSDARG00000021086,126.06292190866922,-2.0737859683470745,0.5287906934020018,-3.9217520168618454,8.79074396664048e-05,0.0010108024210021,znf367,0.0004133513929771,zf-C2H2
ENSDARG00000111969,67.32396196462277,-4.011226016424072,1.026357644551284,-3.9082146829799767,9.298066790321052e-05,0.0010598819965974,FQ377628.1,0.0004334216960527,HMG
ENSDARG00000095241,195.7747555875173,-1.8437151282490671,0.4722757477855374,-3.903895418924426,9.465669640653592e-05,0.0010750366958514,mybl2a,0.0004396189665742,MYB
ENSDARG00000030999,331.8877438775845,-2.0036168334483135,0.5159870996146847,-3.8830754391815647,0.0001031435500742,0.00115273401434,mybl1,0.0004713920353368,MYB
ENSDARG00000006011,184.0057992055669,-2.056353343490623,0.5302507026232732,-3.878077545804969,0.0001052851605409,0.0011724447493057,klhl42,0.0004794524233863,ZBTB
ENSDARG00000006757,13825.769289193744,1.085272303993474,0.2811421845570004,3.8602257633572576,0.0001132823128736,0.0012442718381649,klhl41b,0.0005088249561549,ZBTB
ENSDARG00000032197,56.63304109892795,1.6375519909174152,0.4245387357234126,3.8572498882275887,0.000114669916715,0.0012569698341581,klf12b,0.00051401759739,zf-C2H2
ENSDARG00000104170,405.48556830139586,-6.477500648674235,1.6838542906470206,-3.846829672052715,0.0001196560917035,0.0013030752413959,si_dkey-208k4.2,0.0005328716621503,zf-C2H2
ENSDARG00000001882,6830.853633143833,1.0796128387334143,0.2811639312244031,3.839798490624147,0.0001231353372599,0.0013329430950148,kbtbd12,0.0005450856405126,ZBTB
ENSDARG00000040623,421.70196748427855,1.4657470772309018,0.3824371938759844,3.8326478195690608,0.0001267713777338,0.0013627923106389,fosl2,0.0005572919971666,TF_bZIP
ENSDARG00000094059,120.71310158961484,-4.4610644817423015,1.1640091151594416,-3.8324996115956025,0.0001268477996724,0.0013629391241403,si_ch211-191j22.7,0.0005573520341867,HMG
ENSDARG00000109703,33.00280020656518,-3.245746098436818,0.8485351652427526,-3.8251167793479257,0.0001307101125233,0.0013961485949057,FO834825.1,0.0005709325131366,zf-C2H2
ENSDARG00000004594,258.96147791508497,-1.0463092404736685,0.2748732349563448,-3.806515540299305,0.0001409384405299,0.0014862404218607,znf800a,0.0006077741167913,zf-C2H2
ENSDARG00000101542,84.59222165429729,-1.309481322539082,0.3440966455224167,-3.8055625928901233,0.0001414822274429,0.0014875791968292,si_dkeyp-53d3.5,0.0006083215872827,zf-C2H2
ENSDARG00000042291,79.65895174476896,-3.81873976483048,1.006666905356669,-3.793449198051737,0.0001485690380786,0.0015458441120642,dlx6a,0.0006321480872728,Homeobox
ENSDARG00000103137,22.257055240785597,-2.6669882457576355,0.707406364605766,-3.770093653658226,0.000163186298812,0.0016683570992008,rmi2,0.0006822478029428,zf-LITAF-like
ENSDARG00000103186,184.8234139451928,-1.2956632249488234,0.346810569758734,-3.735939264625581,0.0001870158066945,0.0018671257541219,si_ch73-389k6.1,0.0007635310475064,THAP
ENSDARG00000116765,185.96291138809693,-1.2068185486731615,0.3242475876673616,-3.721904478472821,0.000197725825582,0.0019578733709591,zgc_162962,0.0008006408258861,zf-C2H2
ENSDARG00000004060,6524.282385032468,1.016580235019512,0.2735301083216795,3.716520427155257,0.0002019853176276,0.0019945935299152,bhlhe40,0.0008156569443079,bHLH
ENSDARG00000042725,4589.58238494849,1.1745770815274217,0.3166516880003074,3.709366240694985,0.0002077786913177,0.002036062401609,cebpb,0.0008326149724286,C/EBP
ENSDARG00000106724,32.032219569345465,-4.778171243065465,1.2913233799149637,-3.700212756451539,0.0002154187885942,0.0021005024671417,CU655961.3,0.0008589667008159,zf-C2H2
ENSDARG00000056783,386.7213411493659,1.005950965261673,0.2730504445174808,3.6841213243191455,0.0002294929197868,0.0022138777224222,raraa,0.0009053296880087,THR-like
ENSDARG00000006896,22.22422884049294,6.170569516882138,1.6771172335343532,3.679271426886655,0.000233901222251,0.0022418664024066,lhx6,0.0009167752085365,Homeobox
ENSDARG00000077092,143.283639482403,-1.8921066416128025,0.5147347377958749,-3.675886826125078,0.0002370245897446,0.0022673960203983,elk4,0.0009272151352124,ETS
ENSDARG00000097808,160.99537976268914,-1.4321210992674378,0.3909960230520911,-3.6627510635233262,0.0002495209978827,0.002358880482814,si_dkey-77f5.4,0.0009646262347404,zf-C2H2
ENSDARG00000001910,62.47660143736165,1.3567091274256595,0.3730080230126096,3.6372116515568784,0.000275605455817,0.0025586885305977,rorab,0.0010463345222983,THR-like
ENSDARG00000039304,1069.140732297504,1.289516260772852,0.3588791385577338,3.5931769841935353,0.0003266705425636,0.0029385463263336,six1a,0.0012016712584776,Homeobox
ENSDARG00000061836,664.8981546841152,1.373534777649006,0.382359906567539,3.59225628539165,0.0003278272014837,0.0029465098014154,nfixb,0.001204927793533,CTF/NFI
ENSDARG00000023537,92.12671073588542,-2.687175504000639,0.7534389478948751,-3.5665471124218704,0.000361715805477,0.0031968492942344,ahr1b,0.001307300102823,bHLH
ENSDARG00000021916,13.04736504738321,-6.646475490775988,1.8668399901088244,-3.560281291375456,0.0003704577470054,0.0032602159072346,vax1,0.0013332128600618,Homeobox
ENSDARG00000019125,458.6575988534298,1.1530566377659988,0.3274976232069279,3.5208091786285887,0.0004302321039617,0.0036694776659582,klhl40b,0.0015005738739907,ZBTB
ENSDARG00000092765,8.067459383800376,3.807873497236324,1.0839921538982655,3.5128238553594726,0.0004433713047432,0.0037608624541018,znf1151,0.0015379442133283,zf-C2H2
ENSDARG00000063555,110.79124718364724,1.0344337182913832,0.2951251750634739,3.5050676990497434,0.0004564911887062,0.0038391580800756,si_ch211-166g5.4,0.0015699619503141,zf-C2H2
ENSDARG00000040432,715.6105861461402,1.0023528348622357,0.2861393002560011,3.5030239955345435,0.0004600080216393,0.0038612579010041,klf2b,0.0015789993166436,zf-C2H2
ENSDARG00000030703,36.074709798263626,-3.587396056219924,1.026722405129716,-3.4940272446540135,0.0004757924605252,0.0039661548100983,otx2a,0.0016218952205237,TF_Otx
ENSDARG00000005574,8.47125923385038,-4.509427755486977,1.2942345659015702,-3.484243022319286,0.0004935311416484,0.0040857905988927,vsx2,0.0016708183522066,Homeobox
ENSDARG00000101562,312.63773103469515,-1.4796717841589135,0.425180863161153,-3.480099676071463,0.0005012272667271,0.0041306072474304,znf1014,0.0016891453998241,zf-C2H2
ENSDARG00000031891,131.2978493325159,1.599047427200306,0.4595782409201998,3.4793801899728343,0.0005025750363452,0.0041370041373153,tbx1,0.0016917613050591,T-box
ENSDARG00000040917,319.93022690428813,1.2054656735521951,0.346549460547549,3.4784808830680514,0.0005042644044278,0.0041446258675818,cbfb,0.0016948780890686,CBF
ENSDARG00000073726,39.27266863064713,1.4329253174444236,0.4126138920186637,3.472799498906858,0.0005150599796971,0.0042166779884241,zbtb32,0.0017243426450475,zf-C2H2
ENSDARG00000017168,25.21937705811399,-2.6660910305413688,0.7724673612962781,-3.4513963490540225,0.0005576939214469,0.0045086833597246,nr2f1b,0.0018437535452155,RXR-like
ENSDARG00000076807,143.81915526449654,-1.466676225020204,0.4260302940695333,-3.4426571195447075,0.0005760291438368,0.0046276259187636,zgc_174268,0.0018923931917394,zf-C2H2
ENSDARG00000108812,89.47164240518096,-4.131801131330697,1.202230166016213,-3.4367804503043695,0.0005886725648098,0.0047100312250719,zgc_113886,0.0019260915164005,zf-C2H2
ENSDARG00000105279,404.9465354842448,-1.0907467609272834,0.3175374845277429,-3.4350173257481535,0.0005925159452127,0.0047320646378427,si_ch211-108c17.2,0.001935101726182,THAP
ENSDARG00000042285,115.37228861843391,-1.8359302129528876,0.534799790438667,-3.4329299408419263,0.0005970963641732,0.0047564004211381,atp8b3,0.0019450534533597,Homeobox
ENSDARG00000012788,102.59127089361836,-2.206498681984972,0.6431284291907206,-3.430883446967996,0.0006016190320269,0.0047836533432677,foxa3,0.0019561980975463,Fork head
ENSDARG00000040123,67.63421171971136,-1.697640072943457,0.4956339448840614,-3.42518927621184,0.0006143712444543,0.0048654527984413,zfpm2a,0.00198964866913,zf-C2H2
ENSDARG00000113971,23.740299678577415,-4.0755893773897505,1.1914647211404272,-3.42065468248925,0.0006247059857601,0.0049311124975578,LO018181.1,0.0020164991470556,zf-C2H2
ENSDARG00000079980,30.506034006906663,-2.076226189150685,0.6086154226306877,-3.41139266595706,0.000646319417975,0.0050703851738906,si_ch211-202h22.9,0.0020734524680703,zf-LITAF-like
ENSDARG00000053803,3693.9007496422064,1.2216619973706195,0.3582865040824416,3.4097349005630297,0.0006502605304254,0.0050921050913047,klhl43,0.0020823344789678,ZBTB
